id_cliente,ciudad,genero,edad,segmento_comercial,canal_preferido,fecha_registro,fecha_ultima_compra,recencia_dias,frecuencia,valor_monetario,ticket_promedio,unidades_compradas,r_score,f_score,m_score,rfm_score,rfm_puntaje_total,segmento_rfm,inactivo_90d_descriptivo,tiene_compras
C13895,Trujillo,M,52.0,Masivo,App,2023-05-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14444,Lima,M,46.0,Masivo,Tienda,2023-05-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01030,Trujillo,M,53.0,Premium,App,2023-05-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12293,Piura,M,26.0,Preferente,App,2023-05-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04599,Cusco,F,42.0,Premium,App,2023-05-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13572,Lima,M,23.0,Masivo,Tienda,2023-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13484,Lima,M,48.0,Masivo,Tienda,2023-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10058,Trujillo,No especificado,53.0,Preferente,Web,2023-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14725,Trujillo,M,42.0,Premium,Tienda,2023-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05702,Arequipa,F,46.0,Premium,Tienda,2023-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06147,Piura,F,37.0,Masivo,App,2023-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00673,Trujillo,M,33.0,Premium,App,2023-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10071,Piura,M,24.0,Masivo,Web,2023-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02587,Lima,M,30.0,Preferente,Tienda,2023-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02943,Trujillo,M,55.0,Masivo,App,2023-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07050,Lima,M,37.0,Masivo,Tienda,2023-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13028,Arequipa,M,18.0,Premium,Tienda,2023-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13331,Trujillo,M,47.0,Preferente,Tienda,2023-05-15,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01838,Lima,F,40.0,Preferente,App,2023-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03659,Piura,M,48.0,Masivo,Web,2023-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10818,Arequipa,F,42.0,Masivo,Tienda,2023-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08220,Arequipa,M,48.0,Masivo,App,2023-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00296,Arequipa,M,45.0,Masivo,Web,2023-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12656,Lima,F,47.0,Masivo,Tienda,2023-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06407,Piura,F,25.0,Preferente,Web,2023-05-16,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12281,Lima,M,33.0,Masivo,App,2023-05-17,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09841,Arequipa,M,40.0,Masivo,Web,2023-05-17,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01979,Arequipa,F,37.0,Masivo,Web,2023-05-17,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12147,Arequipa,F,24.0,Masivo,Tienda,2023-05-18,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03581,Arequipa,F,27.0,Preferente,App,2023-05-18,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01013,Arequipa,M,19.0,Masivo,App,2023-05-18,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05861,Cusco,M,51.0,Masivo,Tienda,2023-05-18,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06982,Lima,F,56.0,Masivo,Web,2023-05-18,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10779,Arequipa,F,37.0,Masivo,App,2023-05-19,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14984,Lima,F,51.0,Masivo,Tienda,2023-05-19,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10156,Lima,F,29.0,Masivo,Tienda,2023-05-19,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02498,Trujillo,M,43.0,Masivo,Tienda,2023-05-19,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09418,Arequipa,M,20.0,Masivo,Tienda,2023-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10958,Lima,No especificado,31.0,Masivo,Tienda,2023-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11891,Trujillo,F,24.0,Preferente,Web,2023-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07067,Lima,M,47.0,Masivo,Tienda,2023-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02655,Lima,M,56.0,Masivo,Tienda,2023-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10392,Lima,F,65.0,Premium,Tienda,2023-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03973,Arequipa,M,18.0,Masivo,App,2023-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03917,Lima,M,33.0,Masivo,Web,2023-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07178,Lima,M,45.0,Masivo,Tienda,2023-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13695,Trujillo,M,28.0,Masivo,Tienda,2023-05-20,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14282,Cusco,No especificado,42.0,Masivo,Tienda,2023-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11224,Trujillo,No especificado,48.0,Masivo,Tienda,2023-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13400,Arequipa,M,39.0,Preferente,Web,2023-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10964,Arequipa,M,20.0,Masivo,App,2023-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10865,Lima,F,25.0,Masivo,App,2023-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06572,Piura,F,36.0,Masivo,Web,2023-05-21,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12708,Arequipa,F,39.0,Masivo,App,2023-05-22,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08903,Lima,F,22.0,Masivo,Tienda,2023-05-22,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02156,Trujillo,M,29.0,Masivo,Web,2023-05-22,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08885,Arequipa,M,26.0,Premium,Tienda,2023-05-22,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14991,Arequipa,M,58.0,Masivo,Tienda,2023-05-22,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13089,Lima,F,52.0,Masivo,App,2023-05-22,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09275,Trujillo,M,26.0,Preferente,Tienda,2023-05-22,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08610,Arequipa,F,22.0,Premium,Web,2023-05-22,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14889,Cusco,F,33.0,Masivo,Tienda,2023-05-22,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09070,Lima,M,45.0,Masivo,App,2023-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14124,Piura,F,36.0,Masivo,Tienda,2023-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05635,Piura,F,24.0,Masivo,App,2023-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03338,Lima,M,26.0,Preferente,Web,2023-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03967,Arequipa,No especificado,49.0,Masivo,Tienda,2023-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12001,Lima,M,39.0,Masivo,App,2023-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14219,Piura,No especificado,36.0,Masivo,Tienda,2023-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02296,Lima,F,42.0,Masivo,Tienda,2023-05-23,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06162,Cusco,M,40.0,Masivo,Tienda,2023-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13449,Lima,M,47.0,Preferente,App,2023-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00044,Lima,No especificado,65.0,Premium,Tienda,2023-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10467,Piura,F,30.0,Masivo,Web,2023-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00790,Lima,F,56.0,Masivo,Tienda,2023-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12857,Piura,M,46.0,Masivo,Web,2023-05-24,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06246,Arequipa,M,18.0,Preferente,App,2023-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10314,Lima,F,20.0,Masivo,Tienda,2023-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01288,Arequipa,M,32.0,Masivo,Tienda,2023-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14953,Lima,F,65.0,Masivo,Tienda,2023-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00866,Lima,M,20.0,Masivo,,2023-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09650,Lima,F,29.0,Premium,Tienda,2023-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05561,Arequipa,M,40.0,Masivo,Tienda,2023-05-25,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05360,Trujillo,F,32.0,Masivo,Tienda,2023-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12015,Trujillo,M,39.0,Preferente,Tienda,2023-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04708,Arequipa,No especificado,45.0,Masivo,Tienda,2023-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06614,Lima,F,40.0,Masivo,App,2023-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13799,Lima,F,28.0,Masivo,Tienda,2023-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11231,Lima,F,34.0,Masivo,Tienda,2023-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07438,Lima,F,51.0,Masivo,Tienda,2023-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12469,Lima,M,27.0,Preferente,Tienda,2023-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11782,Trujillo,M,52.0,Masivo,Tienda,2023-05-26,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13167,Lima,M,18.0,Preferente,App,2023-05-27,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09552,Lima,M,33.0,Preferente,Tienda,2023-05-27,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08577,Lima,M,44.0,Masivo,Tienda,2023-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11857,Lima,M,35.0,Masivo,Tienda,2023-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00964,Arequipa,M,38.0,Masivo,Tienda,2023-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13011,Lima,F,48.0,Preferente,Web,2023-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12492,Arequipa,M,30.0,Masivo,Tienda,2023-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13378,Piura,M,43.0,Masivo,Web,2023-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11519,Lima,M,41.0,Masivo,Tienda,2023-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08694,Trujillo,F,32.0,Preferente,Tienda,2023-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10753,Arequipa,F,46.0,Masivo,Tienda,2023-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07258,Arequipa,M,58.0,Masivo,Tienda,2023-05-28,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09868,Cusco,F,44.0,Masivo,Tienda,2023-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11755,Lima,M,37.0,Masivo,Tienda,2023-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05793,Lima,M,18.0,Masivo,Tienda,2023-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02227,Arequipa,F,42.0,Masivo,Web,2023-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07695,Arequipa,M,44.0,Preferente,Tienda,2023-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08514,Lima,M,33.0,Preferente,App,2023-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07729,Lima,M,38.0,Masivo,Web,2023-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08251,Lima,M,45.0,Masivo,Tienda,2023-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00863,Piura,M,18.0,Masivo,App,2023-05-29,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03083,Lima,M,24.0,Masivo,App,2023-05-30,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01809,Lima,M,50.0,Masivo,Tienda,2023-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14157,Trujillo,M,34.0,Preferente,Tienda,2023-05-31,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03450,Piura,F,42.0,Masivo,App,2023-06-01,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13800,Arequipa,M,39.0,Preferente,Tienda,2023-06-01,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06130,Arequipa,F,44.0,Preferente,Tienda,2023-06-01,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01532,Lima,F,47.0,Masivo,App,2023-06-01,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08068,Cusco,F,32.0,Masivo,Web,2023-06-01,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03773,Arequipa,M,49.0,Premium,App,2023-06-01,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00530,Lima,No especificado,20.0,Masivo,App,2023-06-01,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04719,Lima,M,18.0,Masivo,Web,2023-06-01,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04847,Trujillo,M,38.0,Preferente,Tienda,2023-06-01,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13140,Arequipa,M,50.0,Masivo,Tienda,2023-06-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03007,Arequipa,M,38.0,Premium,Tienda,2023-06-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07101,Lima,M,48.0,Masivo,Tienda,2023-06-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10957,Lima,F,19.0,Masivo,Tienda,2023-06-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10424,Trujillo,F,24.0,Masivo,Web,2023-06-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12443,Trujillo,F,35.0,Preferente,Tienda,2023-06-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11184,Trujillo,M,36.0,Masivo,Tienda,2023-06-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02243,Lima,M,39.0,Masivo,,2023-06-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05766,Lima,M,58.0,Masivo,Web,2023-06-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08373,Piura,M,43.0,Preferente,Tienda,2023-06-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10935,Lima,M,28.0,Masivo,Tienda,2023-06-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07075,Lima,F,29.0,Preferente,App,2023-06-02,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04806,Arequipa,M,43.0,Preferente,App,2023-06-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00183,Trujillo,F,50.0,Preferente,App,2023-06-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01394,Piura,F,57.0,Masivo,Web,2023-06-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11127,Piura,F,46.0,Masivo,Tienda,2023-06-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02154,Arequipa,F,40.0,Masivo,Tienda,2023-06-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01831,Lima,F,29.0,Masivo,Tienda,2023-06-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03574,Lima,M,54.0,Preferente,Web,2023-06-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11597,Lima,M,23.0,Premium,Web,2023-06-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01400,Trujillo,M,29.0,Preferente,Tienda,2023-06-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04581,Piura,M,46.0,Preferente,Tienda,2023-06-03,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00114,Cusco,F,38.0,Masivo,Web,2023-06-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05728,Cusco,M,37.0,Masivo,Tienda,2023-06-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06097,Lima,M,29.0,Masivo,Web,2023-06-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02397,Arequipa,M,54.0,Preferente,Tienda,2023-06-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00975,Piura,M,21.0,Masivo,Tienda,2023-06-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01622,Trujillo,F,41.0,Preferente,Tienda,2023-06-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10645,Trujillo,M,36.0,Masivo,Tienda,2023-06-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12580,Piura,No especificado,40.0,Masivo,Tienda,2023-06-04,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03313,Trujillo,No especificado,34.0,Masivo,Web,2023-06-05,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13485,Lima,M,45.0,Preferente,Tienda,2023-06-05,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13942,Trujillo,M,38.0,Masivo,Tienda,2023-06-05,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05297,Lima,F,38.0,Premium,Tienda,2023-06-05,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09048,Lima,M,25.0,Masivo,Tienda,2023-06-06,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01516,Arequipa,F,43.0,Preferente,Tienda,2023-06-06,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12863,Lima,M,25.0,Masivo,Tienda,2023-06-06,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00327,Arequipa,M,30.0,Masivo,Tienda,2023-06-06,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07727,Trujillo,F,26.0,Masivo,Tienda,2023-06-06,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07160,Lima,M,47.0,Masivo,Tienda,2023-06-06,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09819,Cusco,F,40.0,Masivo,App,2023-06-06,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07455,Arequipa,M,33.0,Masivo,Tienda,2023-06-06,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09305,Trujillo,M,48.0,Preferente,Tienda,2023-06-07,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01939,Lima,F,23.0,Premium,Web,2023-06-07,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10178,Trujillo,M,54.0,Masivo,Web,2023-06-07,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13635,Lima,No especificado,31.0,Masivo,App,2023-06-07,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02299,Cusco,F,22.0,Premium,Tienda,2023-06-07,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02519,Lima,F,28.0,Masivo,Tienda,2023-06-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09181,Arequipa,M,38.0,Masivo,Tienda,2023-06-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00340,Lima,F,47.0,Preferente,Tienda,2023-06-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03670,Lima,F,34.0,Masivo,Tienda,2023-06-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03830,Piura,No especificado,37.0,Premium,Tienda,2023-06-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11093,Lima,F,45.0,Masivo,Web,2023-06-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03476,Lima,M,47.0,Masivo,Web,2023-06-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C05496,Lima,M,44.0,Masivo,Tienda,2023-06-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12407,Arequipa,F,22.0,Masivo,App,2023-06-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09232,Lima,F,41.0,Masivo,Web,2023-06-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07222,Lima,M,32.0,Masivo,App,2023-06-08,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02638,Trujillo,F,62.0,Masivo,Tienda,2023-06-09,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11525,Lima,M,39.0,Premium,Tienda,2023-06-09,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02518,Arequipa,F,27.0,Preferente,App,2023-06-09,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06486,Lima,M,48.0,Premium,Tienda,2023-06-09,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08232,Piura,F,60.0,Masivo,Tienda,2023-06-09,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C03587,Lima,M,32.0,Preferente,App,2023-06-09,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C14748,Trujillo,M,53.0,Masivo,Tienda,2023-06-10,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07688,Lima,F,23.0,Masivo,Tienda,2023-06-10,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02971,Arequipa,F,42.0,Preferente,Web,2023-06-10,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00265,Arequipa,M,,Premium,Web,2023-06-10,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04441,Trujillo,F,33.0,Masivo,Tienda,2023-06-10,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12289,Lima,F,47.0,Masivo,Tienda,2023-06-10,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11679,Cusco,M,44.0,Masivo,Tienda,2023-06-11,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C00557,Lima,M,37.0,Preferente,Web,2023-06-11,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04883,Arequipa,M,49.0,Masivo,Tienda,2023-06-11,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C06801,Lima,M,21.0,Masivo,Tienda,2023-06-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C13649,Trujillo,F,26.0,Masivo,Tienda,2023-06-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08299,Arequipa,M,18.0,Preferente,Tienda,2023-06-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02720,Cusco,F,35.0,Preferente,Web,2023-06-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10097,Piura,M,23.0,Preferente,Tienda,2023-06-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01958,Trujillo,F,27.0,Preferente,Tienda,2023-06-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C08145,Lima,F,47.0,Preferente,App,2023-06-12,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C02238,Lima,M,23.0,Masivo,Web,2023-06-13,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C12982,Trujillo,M,38.0,Preferente,Tienda,2023-06-13,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C10217,Lima,M,46.0,Masivo,Tienda,2023-06-13,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C01170,Lima,F,33.0,Masivo,App,2023-06-13,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C09495,Piura,F,18.0,Masivo,Tienda,2023-06-13,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C07547,Lima,No especificado,42.0,Masivo,Web,2023-06-13,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C04862,Lima,M,31.0,Masivo,Tienda,2023-06-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
C11385,Lima,F,44.0,Premium,Tienda,2023-06-14,,,0,0.0,0.0,0,1,1,1,111,3,Sin compra,False,False
